table_id	distance	counterfactual_hypothesis	counterfactual label	original_hypothesis	original_label	strategies	counterfactual_table_rows
T1601A	0.439685998636186	Jimmy Eat World made more glam metal music at Legacy label than Interscope.	N	Jimmy Eat World made more music on the Capitol label than Dreamworks.	N	001000	[]
T1601A	0.5281042306011553	The band Jimmy Eat World has continued touring to this day and their tickets can be obtained on their website www.jonbellion.com	N	The band Jimmy Eat World has continued touring to this day.	N	001000	[]
T1601A	0.5900420597038043	Jimmy Eat World was started in Hong Kong.	E	Jimmy Eat World was started in the South Eastern part of the US.	C	110000	['Origin']
T1601A	0.6721224894157207	Jimmy Eat World has worked with mulitple labels in his career.	E	Jimmy Eat World have largely been loyal to their original label.	C	010000	['Labels']
T1601B	0.0	Jimmy Eat World have largely been loyal to their original label.	E	Jimmy Eat World have largely been loyal to their original label.	C	100000	['Labels']
T1601B	0.0	Jimmy Eat World is from the state of Arizona.	C	Jimmy Eat World is from the state of Arizona.	E	100000	['Origin']
T1601B	0.0	The band Jimmy Eat World has only been on 2 labels over their music career.	E	The band Jimmy Eat World has only been on 2 labels over their music career.	C	100000	['Labels']
T1601B	0.18155808227446318	Jimmy Eat World was started in the South part of the US.	E	Jimmy Eat World was started in the South Eastern part of the US.	C	100000	['Origin']
T1601B	0.33376109645576646	Jimmy Eat World has been making music with Mercury label for more than 10 years.	C	Jimmy Eat World has been making music for more than 25 years.	E	010000	['Years active', 'Labels']
T1601B	0.38341174452539395	Jimmy Eat World made most of their music Interscope.	N	Jimmy Eat World made more music on the Capitol label than Dreamworks.	N	000100	[]
T1601B	0.43029010453378697	The band Jimmy Eat World has continued touring to this day even after retiring in 2013.	N	The band Jimmy Eat World has continued touring to this day.	N	001000	[]
T1601B	0.4354220258948394	Hard rock group, Jimmy Eat World is from the northern United States.	C	Emo pop group, Jimmy Eat World is from the southwest United States.	E	100000	['Origin']
T1601B	0.45173211494804516	They've won many awards in the pop genre throughout their career.	N	They've won many awards throughout their long career.	N	000100	[]
T331A	0.0	Bryan Adams is a Canadian Pop Singer.	C	Bryan Adams is a Canadian Pop Singer.	E	100000	['Genres']
T331A	0.12331537164089937	The singer Bryan Adams learned guitar before he could sing.	N	The singer Bryan Adams learned piano before he could sing.	N	000100	[]
T331A	0.12613604727891817	Bryan Adams was originally born in USA in the winter of 1959.	C	Bryan Adams was originally born in Canada in the winter of 1959.	E	010000	['Born']
T331A	0.2767249847379923	Bryan Adams was born in Canada in 1959.	E	Bryan Adams was born in Hamilton in Ontario.	C	010000	['Born']
T331A	0.3032606370525579	Bryan Adams is a Australian musician.	C	Bryan Adams is a Canadian musician.	E	010000	['Born']
T331A	0.340916326112367	Bryan Adams was active in his twenties.	E	Bryan Adams has been active since his twenties.	C	000100	['Born', 'Years active']
T331A	0.42128205068614505	"Bryan Adams wrote and performed ""Everything I Do"" and released it on his website bryanadams.com"	N	"Bryan Adams wrote and performed ""Everything I Do."""	N	000000	[]
T331A	0.65759261413579	Bryan Adams owns the record label A&M and Universal and produced many songs under these two labels.	N	Bryan Adams owns the record label A&M.	N	000100	[]
T331A	0.7656445671312508	The musician Bryan Adams was born as Bryan Guy Adams.	E	The musician Bryan Adams spent the majority of his life in the United States.	C	000010	['Birth name']
T331B	0.0	"Bryan Adams wrote and performed ""Everything I Do"" between 1999 and 2005."	N	"Bryan Adams wrote and performed ""Everything I Do."""	N	001000	[]
T331B	0.15520613947173575	Bryan Adams was originally born in America in the winter of 1980.	C	Bryan Adams was originally born in Canada in the winter of 1959.	E	010000	['Born']
T331B	0.2881100659445738	Bryan Adams is a American rapper.	C	Bryan Adams is a Canadian musician.	E	010000	['Occupation(s)']
T331B	0.32553820819434376	The rock artist Bryan Adams learned piano before he could sing.	N	The singer Bryan Adams learned piano before he could sing.	N	001000	[]
T331B	0.340916326112367	Bryan Adams has been active before his twenties.	E	Bryan Adams has been active since his twenties.	C	010000	['Born', 'Years active']
T331B	0.46883949067364933	Bryan Adams was born in Texas as Mike Brown.	E	Bryan Adams was born in Hamilton in Ontario.	C	000100	['Birth name', 'Born']
T331B	0.5502342430548954	Bryan Adams is an American doctor.	C	Bryan Adams is a Canadian Pop Singer.	E	010000	['Occupation(s)']
T331B	0.6382818526992798	Bryan Adams  with Birth name Mike Brown and born in Texas, owns the record label A&M.	N	Bryan Adams owns the record label A&M.	N	001000	['Birth name', 'Born']
T331B	0.7535136668015209	The musician Bryan Adams had a different birth name.	E	The musician Bryan Adams spent the majority of his life in the United States.	C	000010	['Birth name']
T331C	0.35284420847892767	The musician Bryan Adams was born in Texas, USA.	E	Bryan Adams was born in Hamilton in Ontario.	C	010000	['Born', 'Occupation(s)']
T331C	0.38826949947707523	The singer Bryan Adams learned singing before piano.	N	The singer Bryan Adams learned piano before he could sing.	N	000100	[]
T331C	0.39459832700305675	Bryan Adams was originally born in Austria in April of 1984.	C	Bryan Adams was originally born in Canada in the winter of 1959.	E	010000	['Born']
T331C	0.530796330916209	Bryan Adams is a American social worker who has been active since 1996.	C	Bryan Adams has been active since his twenties.	C	000100	['Born', 'Years active', 'Occupation(s)']
T331C	0.5456786852586747	"Bryan Adams released ""Everything I Do"" with the label United Artists."	N	Bryan Adams owns the record label A&M.	N	001000	[]
T331C	0.5710406377435534	Bryan Adams is a good Chinese musician.	C	Bryan Adams is a Canadian musician.	E	010000	['Born']
T331C	0.6728517891662776	The musician Bryan Adams was born as Johannes Gensfleisch in USA	E	Bryan Adams is a Canadian Pop Singer.	E	000010	['Birth name', 'Born']
T331C	0.8517086059381532	Bryan Adams has currently written over 50 songs and recorded them.	N	"Bryan Adams wrote and performed ""Everything I Do."""	N	000010	[]
T331C	0.9285714403726036	Bryan Adams has been active even before his teenage years.	E	The musician Bryan Adams spent the majority of his life in the United States.	C	000100	['Years active', 'Born']
T667A	0.0	Crimson Peak is 20th century American independent film.	C	Crimson Peak is 21st century American independent film.	E	110000	['Release date']
T667A	0.0	Crimson Peak is just slightly under two hours long.	C	Crimson Peak is just slightly under two hours long.	E	100000	['Running time']
T667A	0.0	Crimson Peak made $19.7 million in profit after it's box office run completed.	C	Crimson Peak made $19.7 million in profit after it's box office run completed.	E	000001	['Box office', 'Budget']
T667A	0.0	Crimson Peak made a significant profit at the box office.	E	Crimson Peak made a significant profit at the box office.	C	100000	['Box office', 'Budget']
T667A	0.0	Crimson Peak was released to Blu-Ray in 2014.	E	Crimson Peak was released to Blu-Ray in 2014.	C	100000	['Release date']
T667A	0.0	Crimson Peak premiered in the winter of 2014.	E	Crimson Peak premiered in the winter of 2015.	C	010000	['Release date']
T667A	0.18137790545770707	Crimson Peak won much praise from critics and movie reviewers in the UK.	N	Crimson Peak won much praise from critics and movie reviewers.	N	001000	['Country']
T667A	0.309750070791319	Crimson Peak is the first time Muhammad Hatta Ali did not write his movie's script alone.	C	Crimson Peak is the first time Guillermo del Toro did not write his movie's script alone.	N	001000	['Produced by', 'Written by']
T667A	0.6433037158645822	Muhammad Hatta Ali and Universal Pictures have long been partners in the UK.	N	Guilllermo Del Toro and Universal Pictures have long been partners.	N	001000	['Produced by', 'Distributed by', 'Country', 'Release date']
T667B	0.0	Crimson Peak is 21st century American independent film.	C	Crimson Peak is 21st century American independent film.	E	000001	['Release date', 'Country', 'Production company']
T667B	0.0	Crimson Peak made a significant profit at the box office.	E	Crimson Peak made a significant profit at the box office.	C	000001	['Budget', 'Box office']
T667B	0.14810873527390364	Crimson Peak made less than 100 million profit after it's box office run completed.	C	Crimson Peak made $19.7 million in profit after it's box office run completed.	E	010000	['Box office', 'Budget']
T667B	0.18137790545770707	Crimson Peak won much praise from critics and movie reviewers in the 1960s.	N	Crimson Peak won much praise from critics and movie reviewers.	N	001000	['Release date']
T667B	0.19714593509584663	Crimson Peak premiered in the spring of 1960.	E	Crimson Peak premiered in the winter of 2015.	C	010000	['Release date']
T667B	0.4099563112324477	Crimson Peak is just slightly under an hour long.	C	Crimson Peak is just slightly under two hours long.	E	010000	['Running time']
T667B	0.5234605100626053	Crimson Peak is the first time Jon Jashni did not write his movie's script alone and was released in the The Great Britain.	N	Crimson Peak is the first time Guillermo del Toro did not write his movie's script alone.	N	001000	['Country', 'Written by', 'Produced by']
T667B	0.5330498529091868	Crimson Peak was released to in October 1960 across US.	E	Crimson Peak was released to Blu-Ray in 2014.	C	010000	['Release date']
T667B	1.311495818340764	Jon Jashni and Registered charity No. SC000470 have been partners since the 1960s.	N	Guilllermo Del Toro and Universal Pictures have long been partners.	N	001000	['Produced by', 'Distributed by', 'Country', 'Release date']
T667C	0.0	Crimson Peak is 19th century American independent film.	C	Crimson Peak is 21st century American independent film.	E	010000	['Release date']
T667C	0.0	Crimson Peak is just slightly under two hours long.	C	Crimson Peak is just slightly under two hours long.	E	000001	['Running time']
T667C	0.0	Crimson Peak premiered in the winter of 2015.	E	Crimson Peak premiered in the winter of 2015.	C	100000	['Release date']
T667C	0.12368386770826348	Crimson Peak did not make a significant profit at the box office.	E	Crimson Peak made a significant profit at the box office.	C	010000	['Box office', 'Budget']
T667C	0.2993470958133828	Crimson Peak was a hit and made good profit after it's box office run completed.	C	Crimson Peak made $19.7 million in profit after it's box office run completed.	E	000010	['Box office', 'Budget']
T667C	0.42950418645560806	Crimson Peak won much praise from critics and movie reviewers and it was distributed by columbia pictures.	N	Crimson Peak won much praise from critics and movie reviewers.	N	001000	['Distributed by']
T667C	0.5853811868564616	Crimson Peak is the first time Jessica Chastain did not write her movie's script alone and also starred in it.	C	Crimson Peak is the first time Guillermo del Toro did not write his movie's script alone.	N	101000	['Starring', 'Written by']
T667C	0.7377857019038916	Jessica Chastain and Colombia Pictures have long been partners in the US.	N	Guilllermo Del Toro and Universal Pictures have long been partners.	N	001000	['Produced by', 'Distributed by', 'Country', 'Release date']
T667C	1.066395605025341	Crimson Peak was premiered almost ten months early in Fantastic Fest than whole US release.	E	Crimson Peak was released to Blu-Ray in 2014.	C	000010	['Release date']
T1518A	0.0	Jurassic Park runs for less than two hours.	E	Jurassic Park runs for less than two hours.	C	100000	['Running time']
T1518A	0.0	Jurassic Park was not profitable for the film studio.	E	Jurassic Park was not profitable for the film studio.	C	100000	['Box office', 'Budget']
T1518A	0.0	Jurassic Park's run time is less than two hours.	E	Jurassic Park's run time is less than two hours.	C	100000	['Running time']
T1518A	0.0	Jurassic Park was not released in countries other than the US in the same year.	N	Jurassic Park was released in countries other than the US in the same year.	N	000100	['Release date']
T1518A	0.0	The Summer of 2012 is when Jurassic Park first made it's premiere.	C	The Summer of 1993 is when Jurassic Park first made it's premiere.	E	100000	['Release date']
T1518A	0.11995492552981378	Jurassic Park was the lowest grossing film of 2012.	N	Jurassic Park was the highest grossing film of 1993.	N	000100	[]
T1518A	0.22116560225243567	Jurassic Park was a Hollywood film turned novel.	C	Jurassic Park was a novel turned Hollywood film.	E	010000	['Based on']
T1518A	0.3199954860405156	Jurassic Park was based on an amusement park.	C	Jurassic Park was based on a book.	E	010000	['Based on']
T1518A	0.3812071775639257	Wayne Knight wasn't originally supposed to star in Jurassic Park.	N	Sam Neill wasn't originally supposed to star in Jurassic Park.	N	000100	[]
T1518B	0.0	Jurassic Park was profitable for the film studio.	E	Jurassic Park was not profitable for the film studio.	C	110000	['Box office', 'Budget']
T1518B	0.20350267196259497	The fall of 1993 is when Jurassic Park first made it's premiere.	C	The Summer of 1993 is when Jurassic Park first made it's premiere.	E	100000	['Release date']
T1518B	0.24998179799396994	Jurassic Park's run time is around two hours.	E	Jurassic Park's run time is less than two hours.	C	010000	['Running time']
T1518B	0.27114472672222856	Jurassic Park runs for more than two hours.	E	Jurassic Park runs for less than two hours.	C	010000	['Running time']
T1518B	0.36043012587750317	Jurassic Park starring Simon Pegg was the highest grossing film of 2015.	N	Jurassic Park was the highest grossing film of 1993.	N	001000	[]
T1518B	0.4563720094612867	Jurassic Park was not released in countries other than the US.	N	Jurassic Park was released in countries other than the US in the same year.	N	000100	[]
T1518B	0.49598088099587195	James Tucker wasn't originally supposed to star in 2015 movie Jurassic Park.	N	Sam Neill wasn't originally supposed to star in Jurassic Park.	N	001000	[]
T1518B	0.5232584106514454	Jurassic Park novel was written by Robin Estanislau.	C	Jurassic Park was a novel turned Hollywood film.	E	000100	['Based on']
T1518B	0.6509475006735302	Jurassic Park was based on a book written by Justin Monjo.	C	Jurassic Park was based on a book.	E	010000	['Based on']
T1518C	0.0	Jurassic Park was not profitable for the film studio.	E	Jurassic Park was not profitable for the film studio.	C	100000	['Box office', 'Budget']
T1518C	0.0	Jurassic Park was not based on a book.	C	Jurassic Park was based on a book.	E	010000	['Based on']
T1518C	0.07526781922411918	Jurassic Park's run time is less than three hours.	E	Jurassic Park's run time is less than two hours.	C	010000	['Running time']
T1518C	0.23734063804210268	Jurassic Park was released in countries other than the US in 1993.	N	Jurassic Park was released in countries other than the US in the same year.	N	001000	[]
T1518C	0.37612036126394266	Jurassic Park produced by Kim Seong-chun was the highest grossing film of 1993.	N	Jurassic Park was the highest grossing film of 1993.	N	001000	[]
T1518C	0.4515710748727918	Jurassic Park runs for more than one hours.	E	Jurassic Park runs for less than two hours.	C	010000	['Running time']
T1518C	0.7262245930656138	Jurassic Park was based on the novel I Am Legend by Samuel L. Jackson.	C	Jurassic Park was a novel turned Hollywood film.	E	110000	['Based on']
T1518C	1.0457548548164308	Jurassic Park's cast consists of just 5 actors.	C	Sam Neill wasn't originally supposed to star in Jurassic Park.	N	000010	['Starring']
T1518C	1.279243397157955	Jessica Chastain was the highest paid cast member.	N	The Summer of 1993 is when Jurassic Park first made it's premiere.	E	000010	[]
T578A	0.0	Close Encounters of the Third Kind grossed over a quarter billion dollars at the box office over it's budget.	C	Close Encounters of the Third Kind grossed over a quarter billion dollars at the box office over it's budget.	E	100000	['Box office', 'Budget']
T578A	0.0	Close Encounters of the Third Kind was a failure at the box office.	E	Close Encounters of the Third Kind was a failure at the box office.	C	100000	['Box office', 'Budget']
T578A	0.0	Close Encounters of the Third Kind was produced and distributed by the same company.	E	Close Encounters of the Third Kind was produced and distributed by the same company.	C	100000	['Distributed by', 'Production Company']
T578A	0.10522501493205548	Close Encounters of the Third Kind has inspired many future Hindi films and TV shows, namely the show Stranger Things.	N	Close Encounters of the Third Kind has inspired many future films and TV shows, namely the show Stranger Things.	N	001000	[]
T578A	0.1670496301334923	Close Encounters of the Third Kind was a Hollywood film, written and directed by the same person.	C	Close Encounters of the Third Kind was a Hollywood film, written and directed by a famous director.	E	100000	['Directed by', 'Written by']
T578A	0.2702488461965561	Close Encounters of the Third Kind was a comedy movie.	N	Close Encounters of the Third Kind was a science-fiction movie.	N	000100	[]
T578A	0.3038961999884784	A husband and wife duo produced the Hindi movie  Close Encounters of the Third Kind.	N	A husband and wife duo produced Close Encounters of the Third Kind.	N	001000	[]
T578A	0.545255457841774	Close Encounters of the Third Kind is produced by Akihito and directed by Tim Burton.	C	Close Encounters of the Third Kind is science fiction film directed by Stephen Spielberg.	E	110000	['Directed by', 'Produced by']
T578A	0.6349904943489021	Close Encounters of the Third Kind is a Tim Burton movie released in 1977 with a runtime of 110 minutes.	E	Close Encounters of the Third Kind was inspired by another Spielberg Film, E.T., which was released before Close Encounters of the Third Kind in 1982.	C	010010	['Directed by', 'Release date', 'Running time']
T578B	0.0	Close Encounters of the Third Kind is science fiction film directed by Stephen Spielberg.	C	Close Encounters of the Third Kind is science fiction film directed by Stephen Spielberg.	E	100000	['Directed by']
T578B	0.18784587337650446	Close Encounters of the Third Kind was produced and distributed by different companies.	E	Close Encounters of the Third Kind was produced and distributed by the same company.	C	110000	['Production Company', 'Distributed by']
T578B	0.19377967689488254	Close Encounters of the Third Kind was a success at the box office.	E	Close Encounters of the Third Kind was a failure at the box office.	C	110000	['Box office', 'Budget']
T578B	0.24235581029743025	A brother and sister duo produced Close Encounters of the Third Kind.	N	A husband and wife duo produced Close Encounters of the Third Kind.	N	000100	[]
T578B	0.2526891073253089	Close Encounters of the Third Kind made in Great Britain has inspired many future films and TV shows, namely the show Stranger Things.	N	Close Encounters of the Third Kind has inspired many future films and TV shows, namely the show Stranger Things.	N	001000	[]
T578B	0.25694026749646065	Close Encounters of the Third Kind was a romantic movie.	N	Close Encounters of the Third Kind was a science-fiction movie.	N	000100	[]
T578B	0.262494754290847	Close Encounters of the Third Kind cost over a quarter billion dollars over it's box office.	C	Close Encounters of the Third Kind grossed over a quarter billion dollars at the box office over it's budget.	E	110000	['Box office', 'Budget']
T578B	0.46588288312714515	Close Encounters of the Third Kind released on September 11, 1977 and has a runtime of 98 minutes.	E	Close Encounters of the Third Kind was inspired by another Spielberg Film, E.T., which was released before Close Encounters of the Third Kind in 1982.	C	000010	['Release date', 'Running time']
T578B	0.501435697456062	Close Encounters of the Third Kind was a Hollywood film written by Richard Dreyfuss and starring Steven Spielberg.	C	Close Encounters of the Third Kind was a Hollywood film, written and directed by a famous director.	E	000100	['Starring', 'Written by']
T578C	0.0	Close Encounters of the Third Kind was a failure at the box office.	E	Close Encounters of the Third Kind was a failure at the box office.	C	100000	['Box office', 'Budget']
T578C	0.09030343259316682	Close Encounters of the Third Kind grossed over half a billion dollars at the box office over it's budget.	C	Close Encounters of the Third Kind grossed over a quarter billion dollars at the box office over it's budget.	E	110000	['Box office', 'Budget']
T578C	0.20291595531573148	Close Encounters of the Third Kind was produced and distributed by Columbia Pictures.	E	Close Encounters of the Third Kind was produced and distributed by the same company.	C	110000	['Distributed by', 'Production Company']
T578C	0.2620014259297907	Close Encounters of the Third Kind was a action movie.	N	Close Encounters of the Third Kind was a science-fiction movie.	N	000100	[]
T578C	0.3109540427480751	A husband and wife duo starred in the movie Close Encounters of the Third Kind.	N	A husband and wife duo produced Close Encounters of the Third Kind.	N	000100	[]
T578C	0.42530096583193144	Close Encounters of the Third Kind was inspired by many past films and TV shows.	N	Close Encounters of the Third Kind has inspired many future films and TV shows, namely the show Stranger Things.	N	000100	[]
T578C	0.4608246810555309	Close Encounters of the Third Kind is written by John Hughes and stars Paldo.	C	Close Encounters of the Third Kind was a Hollywood film, written and directed by a famous director.	E	000010	['Starring', 'Written by']
T578C	0.6516162622939106	Close Encounters of the Third Kind was produced by Elizabeth II with a budget of $665 million.	E	Close Encounters of the Third Kind was inspired by another Spielberg Film, E.T., which was released before Close Encounters of the Third Kind in 1982.	C	000010	['Budget', 'Produced by']
T578C	0.7091065063609836	Close Encounters of the Third Kind was edited by David Rennie and produced by Victoria Pictures under Elizabeth II. 	C	Close Encounters of the Third Kind is science fiction film directed by Stephen Spielberg.	E	000010	['Production Company', 'Edited by']
T433A	0.0	'Concussion's' box office was greater than its highest budget estimate.	E	'Concussion's' box office was greater than its highest budget estimate.	C	100000	['Box office', 'Budget']
T433A	0.0	Concussion made more at the box office than its budget.	E	Concussion made more at the box office than its budget.	C	100000	['Box office', 'Budget']
T433A	0.0	The movie Concussion was written and directed by the same person.	C	The movie Concussion was written and directed by the same person.	E	100000	['Written by', 'Directed by']
T433A	0.0	Concussion is not an American film.	C	Concussion is an American film.	E	010000	['Country']
T433A	0.26546089124643807	The movie Concussion was based on a popular book about holocaust.	N	The movie Concussion was based on a popular book.	N	001000	['Based on']
T433A	0.40711960539855224	'Concussion' was written and directed by Mel Morris.	C	'Concussion' was written and directed by Peter Landesman.	E	100000	['Directed by', 'Written by']
T433A	0.5000039634027184	Concussion written by Mel Morris is about the NFL treatment of injuries to the brains of their players.	N	Concussion is about the NFL treatment of injuries to the brains of their players.	N	001000	['Written by']
T433A	0.504714926406426	Columbia Pictures distributed parts of  'Concussion' in New York first to gain notoriety.	N	Columbia Pictures distributed 'Concussion' to the AFI Fest first to gain notoriety.	N	000100	['Release date', 'Distributed by']
T433A	0.8322057860192292	Concussion came out first in New York before being release in the rest of United States.	E	Concussion came out in the United States before being shown at AFI fest.	C	010000	['Release date']
T433B	0.0	'Concussion's' box office was greater than its highest budget estimate.	E	'Concussion's' box office was greater than its highest budget estimate.	C	100000	['Box office', 'Budget']
T433B	0.0	Concussion is an American film.	C	Concussion is an American film.	E	100000	['Country']
T433B	0.0	Concussion made more at the box office than its budget.	E	Concussion made more at the box office than its budget.	C	100000	['Box office', 'Budget']
T433B	0.3617268592050243	'Concussion' was written and produced by Peter Landesman.	C	'Concussion' was written and directed by Peter Landesman.	E	010000	['Produced by', 'Written by']
T433B	0.4358098838048391	The movie Concussion was based on the popular book Jurassic park.	N	The movie Concussion was based on a popular book.	N	001000	['Based on']
T433B	0.4647477057794332	The movie Concussion was not written and directed by different people.	C	The movie Concussion was written and directed by the same person.	E	010000	['Written by', 'Directed by']
T433B	0.8513883068312652	Concussion came out in Portugal before being released worldwide.	C	Concussion came out in the United States before being shown at AFI fest.	C	010000	['Release date']
T433B	1.0089152255414418	Concussion is about the relationship between Peter Landesman and his wife.	N	Concussion is about the NFL treatment of injuries to the brains of their players.	N	000100	['Written by']
T433B	1.160101881988663	Josef Leimberg's studios distributed 'Concussion'.	E	Columbia Pictures distributed 'Concussion' to the AFI Fest first to gain notoriety.	N	010000	['Distributed by']
T433C	0.0	The movie Concussion was written and directed by the same person.	C	The movie Concussion was written and directed by the same person.	E	100000	['Directed by', 'Written by']
T433C	0.20295772746429447	'Concussion's' box office was less than its highest budget estimate.	E	'Concussion's' box office was greater than its highest budget estimate.	C	010000	['Box office', 'Budget']
T433C	0.2033669864809513	Concussion is about the NFL treatment of injuries to the livers of their players.	N	Concussion is about the NFL treatment of injuries to the brains of their players.	N	000100	[]
T433C	0.2548988288447857	The movie Concussion was based on a unpopular book.	N	The movie Concussion was based on a popular book.	N	000100	['Based on']
T433C	0.273109534926939	Concussion made less at the box office than its budget.	E	Concussion made more at the box office than its budget.	C	010000	['Box office', 'Budget']
T433C	0.4577832143495392	'Concussion' was written and directed by Paldo.	C	'Concussion' was written and directed by Peter Landesman.	E	010000	['Directed by', 'Written by']
T433C	0.4814654697754979	Concussion is an Spanish film.	C	Concussion is an American film.	E	110000	['Country']
T433C	0.6924122133363789	Concussion came out first in United States.	E	Concussion came out in the United States before being shown at AFI fest.	C	010000	['Release date']
T433C	0.9362624779986071	'Concussion' was distributed by Marvel Studios to gain notoriety.	N	Columbia Pictures distributed 'Concussion' to the AFI Fest first to gain notoriety.	N	000100	['Distributed by']
T1728A	0.0	Kaput and Z�sky: The Ultimate Obliterators had only one production company.	E	Kaput and Zšsky: The Ultimate Obliterators had only one production company.	C	100000	['Production company']
T1728A	0.0	Kaput and Z�sky: The Ultimate Obliterators takes about a half an hour to watch.	C	Kaput and Zšsky: The Ultimate Obliterators takes about a half an hour to watch.	E	100000	['Running time']
T1728A	0.0	Kaput and Z�sky: The Ultimate Obliterators was produced by two people.	C	Kaput and Zšsky: The Ultimate Obliterators was produced by two people.	E	100000	['Executive Producers']
T1728A	0.2700353791854858	Kaput and Z�sky: The Ultimate Obliterators is produced and distributed by the different companies.	E	Kaput and Zšsky: The Ultimate Obliterators is produced and distributed by the same company.	C	110000	['Distributor', 'Production company']
T1728A	0.2832175538295269	Kaput and Z�sky: The Ultimate Obliterators by ToonCan Productions ran on basic cable.	N	Kaput and Zšsky: The Ultimate Obliterators ran on basic cable.	N	001000	['Production company']
T1728A	0.3148585472070095	Kaput and Z�sky: The Ultimate Obliterators had two distributors.	E	Kaput and Zšsky: The Ultimate Obliterators had a handful of distributors.	C	110000	['Distributor']
T1728A	0.3805138935277143	Ernie Altbacker did more production work on Kaput and Z�sky: The Ultimate Obliterators than Jean-Michel Laprise as an Editor.	N	Paul Cabieux did more production work on Kaput and Zšsky: The Ultimate Obliterators than Philippe Delarue.	N	001000	['Editor(s)', 'Executive Producers']
T1728A	0.4431539928632362	Kaput and Z�sky: The Ultimate Obliterators is not produced by ToonCan Productions.	C	Kaput and Zšsky: The Ultimate Obliterators is a cartoon for kids.	N	000010	['Production company']
T1728A	0.800498917033001	Kaput and Z�sky: The Ultimate Obliterators distributed 21 Savage is a cartoon for kids.	N	Kaput and Zšsky: The Ultimate Obliterators is an entertainment production.	E	001000	['Distributor']
T1728B	0.2299561362030506	Kaput and Z�sky: The Ultimate Obliterators had two production company.	E	Kaput and Zšsky: The Ultimate Obliterators had only one production company.	C	110000	['Production company']
T1728B	0.23839822847127914	Kaput and Z�sky: The Ultimate Obliterators was edited by two people.	C	Kaput and Zšsky: The Ultimate Obliterators was produced by two people.	E	110000	[]
T1728B	0.36303100963628293	Kaput and Z�sky: The Ultimate Obliterators takes about four hours to watch.	C	Kaput and Zšsky: The Ultimate Obliterators takes about a half an hour to watch.	E	110000	['Running time']
T1728B	0.447486384187757	Kaput and Z�sky: The Ultimate Obliterators having a runtime of 115 minutes ran on basic cable.	N	Kaput and Zšsky: The Ultimate Obliterators ran on basic cable.	N	001000	['Running time']
T1728B	0.4490473686199669	Kaput and Z�sky: The Ultimate Obliterators is produced by Futurikon and distributed by Film Roman, Inc.	E	Kaput and Zšsky: The Ultimate Obliterators is produced and distributed by the same company.	C	100100	[]
T1728B	0.5969153552975405	Kaput and Z�sky: The Ultimate Obliterators is a sports show for kids.	N	Kaput and Zšsky: The Ultimate Obliterators is an entertainment production.	E	000100	[]
T1728B	0.6574484154272855	Leaf Phoenix did more production work on Kaput and Z�sky: The Ultimate Obliterators to increase its runtime to 115 minutes.	N	Paul Cabieux did more production work on Kaput and Zšsky: The Ultimate Obliterators than Philippe Delarue.	N	001000	['Executive Producers', 'Running time']
T1728B	0.747290196691294	Kaput and Z�sky: The Ultimate Obliterators had Film Roman as one the distributors.	E	Kaput and Zšsky: The Ultimate Obliterators had a handful of distributors.	C	100100	['Distributor']
T1728B	0.8821777518403898	Kaput and Z�sky: The Ultimate Obliterators is more than 2 hours long entertainment .	C	Kaput and Zšsky: The Ultimate Obliterators is a cartoon for kids.	N	000100	['Running time']
T1728C	0.0	Kaput and Z�sky: The Ultimate Obliterators did not have handful of distributors.	E	Kaput and Zšsky: The Ultimate Obliterators had a handful of distributors.	C	110000	['Distributor']
T1728C	0.19327983084750175	Kaput and Z�sky: The Ultimate Obliterators takes about a half a day to watch.	C	Kaput and Zšsky: The Ultimate Obliterators takes about a half an hour to watch.	E	110000	['Running time']
T1728C	0.28764152339522836	Kaput and Z�sky: The Ultimate Obliterators was produced by two production companies.	C	Kaput and Zšsky: The Ultimate Obliterators was produced by two people.	E	110000	['Production company']
T1728C	0.3428051605987549	Kaput and Z�sky: The Ultimate Obliterators is distributed by different companies.	E	Kaput and Zšsky: The Ultimate Obliterators is produced and distributed by the same company.	C	100100	['Distributor']
T1728C	0.37259058243757887	Kaput and Z�sky: The Ultimate Obliterators is a movie for kids.	N	Kaput and Zšsky: The Ultimate Obliterators is a cartoon for kids.	N	000100	[]
T1728C	0.39731353436086797	Paul Cabieux did production work on Kaput and Z�sky: The Ultimate Obliterators so that Sainsbury's Supermarkets could be the distributor.	N	Paul Cabieux did more production work on Kaput and Zšsky: The Ultimate Obliterators than Philippe Delarue.	N	001000	['Executive Producers', 'Distributor']
T1728C	0.5568738700582087	Kaput and Z�sky: The Ultimate Obliterators had two executives producers.	E	Kaput and Zšsky: The Ultimate Obliterators had only one production company.	C	110000	['Executive Producers']
T1728C	0.6451923631273806	Kaput and Z�sky: The Ultimate Obliterators distributed View Askew Productions ran on basic cable.	N	Kaput and Zšsky: The Ultimate Obliterators ran on basic cable.	N	001000	['Distributor']
T1728C	0.8161899069136007	Kaput and Z�sky: The Ultimate Obliterators produced by Futurikon is about 4 hours long.	C	Kaput and Zšsky: The Ultimate Obliterators is an entertainment production.	E	001000	['Production company', 'Running time']
T203A	0.0	Japan is made up of between 90 and 95% Japanese people.	E	Japan is made up of between 90 and 95% Japanese people.	C	100000	['Ethnic groups (2011)']
T203A	0.0	Japan's House of Councillors is higher than the house of representatives.	C	Japan's House of Councillors is higher than the house of representatives.	E	100000	['Upper house', 'Lower house']
